Totalt kapital på Avanza;Totalt kapital i Auto;Kapital i Avanza Auto 1;Kapital i Avanza Auto 2;Kapital i Avanza Auto 3;Kapital i Avanza Auto 4;Kapital i Avanza Auto 5;Kapital i Avanza Auto 6;Kapital i aktier;Kapital i fonder (inklusive Auto);Kund sedan år;Kön;Åldersintervall;Inloggade dagar senaste månaden
1536000;0;0;0;0;0;0;0;653000;2000;2017;Man;31-40;0
4071000;0;0;0;0;0;0;0;3091000;318000;2014;Man;61-70;10
1093000;0;0;0;0;0;0;0;292000;462000;2014;Man;41-50;2
0;0;0;0;0;0;0;0;0;0;2011;Kvinna;51-60;3
45000;0;0;0;0;0;0;0;45000;0;2019;Man;41-50;22
10000;0;0;0;0;0;0;0;10000;0;2021;Man;31-40;25
505000;20000;0;0;0;20000;0;0;0;59000;2013;Man;18-30;3
109000;0;0;0;0;0;0;0;89000;17000;2016;Man;41-50;25
162000;127000;0;0;0;0;0;127000;3000;127000;2019;Kvinna;31-40;17
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;0
124000;0;0;0;0;0;0;0;92000;28000;2013;Kvinna;61-70;8
45000;0;0;0;0;0;0;0;0;45000;2021;Man;31-40;26
1000;0;0;0;0;0;0;0;1000;0;2019;Kvinna;18-30;0
80000;0;0;0;0;0;0;0;66000;13000;2017;Man;11-17;7
13000;0;0;0;0;0;0;0;0;13000;2010;Man;61-70;0
4000;0;0;0;0;0;0;0;4000;0;2019;Man;18-30;0
5000;2000;0;2000;0;0;0;0;0;5000;2020;Kvinna;18-30;2
1000;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;0
2000;0;0;0;0;0;0;0;1000;0;2021;Kvinna;18-30;14
0;0;0;0;0;0;0;0;0;0;2015;Kvinna;31-40;0
7000;0;0;0;0;0;0;0;4000;3000;2021;Kvinna;18-30;5
5574000;0;0;0;0;0;0;0;1104000;3806000;2007;Man;41-50;5
41000;0;0;0;0;0;0;0;41000;0;2018;Man;18-30;3
4044000;0;0;0;0;0;0;0;3773000;0;2006;Man;81-90;17
7000;0;0;0;0;0;0;0;7000;0;2015;Kvinna;0-10;0
28000;0;0;0;0;0;0;0;0;28000;2021;Man;31-40;3
3000;0;0;0;0;0;0;0;0;3000;2015;Man;18-30;2
1404000;0;0;0;0;0;0;0;1404000;0;2019;Man;71-80;27
518000;0;0;0;0;0;0;0;506000;0;2019;Kvinna;41-50;6
2000;0;0;0;0;0;0;0;1000;1000;2021;Man;11-17;16
315000;0;0;0;0;0;0;0;144000;159000;2017;Kvinna;18-30;4
104000;0;0;0;0;0;0;0;104000;0;2020;Man;18-30;13
181000;0;0;0;0;0;0;0;78000;102000;2017;Man;31-40;0
18000;0;0;0;0;0;0;0;0;17000;2020;Man;18-30;5
474000;0;0;0;0;0;0;0;102000;266000;2014;Man;18-30;11
16000;0;0;0;0;0;0;0;0;0;2009;Man;51-60;1
2000;0;0;0;0;0;0;0;0;0;2016;Man;41-50;0
56000;15000;0;0;0;0;0;15000;13000;43000;2019;Man;31-40;20
312000;0;0;0;0;0;0;0;0;209000;2020;Man;41-50;23
4000;0;0;0;0;0;0;0;0;4000;2017;Kvinna;51-60;0
1124000;0;0;0;0;0;0;0;194000;925000;2019;Man;51-60;23
7000;0;0;0;0;0;0;0;4000;2000;2018;Kvinna;18-30;0
337000;0;0;0;0;0;0;0;140000;31000;2017;Kvinna;31-40;29
1125000;0;0;0;0;0;0;0;317000;808000;2006;Man;18-30;13
321000;0;0;0;0;0;0;0;174000;146000;2017;Man;41-50;25
34000;0;0;0;0;0;0;0;20000;8000;2021;Man;31-40;2
293000;0;0;0;0;0;0;0;269000;24000;2020;Man;31-40;23
120000;0;0;0;0;0;0;0;102000;0;2019;Man;51-60;0
7768000;0;0;0;0;0;0;0;0;7369000;2010;Kvinna;81-90;0
333000;0;0;0;0;0;0;0;79000;245000;2019;Kvinna;41-50;16
278000;0;0;0;0;0;0;0;65000;0;2000;Man;41-50;9
411000;0;0;0;0;0;0;0;227000;0;2016;Man;51-60;19
1486000;0;0;0;0;0;0;0;1119000;782000;2009;Man;41-50;20
6000;5000;0;0;0;0;3000;2000;1000;5000;2021;Man;31-40;2
87000;0;0;0;0;0;0;0;0;87000;2011;Man;0-10;0
79000;0;0;0;0;0;0;0;12000;0;2004;Kvinna;41-50;0
242000;0;0;0;0;0;0;0;84000;83000;2017;Kvinna;41-50;5
366000;0;0;0;0;0;0;0;356000;0;2015;Man;51-60;0
214000;0;0;0;0;0;0;0;0;213000;2015;Man;31-40;6
0;0;0;0;0;0;0;0;0;0;2009;Man;71-80;0
7678000;0;0;0;0;0;0;0;3001000;0;2001;Man;51-60;20
4000;0;0;0;0;0;0;0;2000;0;2020;Man;18-30;12
8000;0;0;0;0;0;0;0;0;8000;2021;Man;0-10;0
6000;0;0;0;0;0;0;0;0;0;2017;Man;18-30;1
17000;0;0;0;0;0;0;0;15000;0;2019;Man;31-40;7
2000;0;0;0;0;0;0;0;2000;0;2020;Man;18-30;0
3000;0;0;0;0;0;0;0;0;2000;2021;Man;18-30;3
14000;0;0;0;0;0;0;0;0;14000;2000;Man;71-80;21
8538000;0;0;0;0;0;0;0;6888000;0;2013;Kvinna;61-70;0
1861000;32000;0;0;0;0;0;32000;1452000;335000;2010;Man;31-40;7
18000;0;0;0;0;0;0;0;0;18000;2020;Kvinna;18-30;6
1000;0;0;0;0;0;0;0;1000;0;2000;Man;81-90;0
160000;0;0;0;0;0;0;0;0;160000;2015;Kvinna;31-40;0
34000;0;0;0;0;0;0;0;0;34000;2019;Kvinna;18-30;10
35000;0;0;0;0;0;0;0;26000;9000;2021;Man;31-40;27
4861000;0;0;0;0;0;0;0;2837000;1247000;2020;Man;71-80;21
392000;0;0;0;0;0;0;0;0;127000;2020;Kvinna;41-50;4
5000;5000;0;0;0;0;5000;0;0;5000;2021;Kvinna;41-50;4
300000;15000;0;1000;0;0;0;13000;0;273000;2015;Kvinna;51-60;4
498000;0;0;0;0;0;0;0;301000;197000;2019;Man;18-30;14
39000;0;0;0;0;0;0;0;0;39000;2018;Kvinna;41-50;0
1000;0;0;0;0;0;0;0;0;0;2021;Man;18-30;3
45000;0;0;0;0;0;0;0;44000;0;2017;Man;18-30;20
722000;59000;0;0;0;0;59000;0;141000;499000;2019;Kvinna;51-60;24
0;0;0;0;0;0;0;0;0;0;2018;Kvinna;31-40;0
2000;0;0;0;0;0;0;0;0;1000;2020;Kvinna;61-70;0
750000;0;0;0;0;0;0;0;236000;312000;2008;Man;41-50;24
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;31-40;0
162000;0;0;0;0;0;0;0;99000;0;2019;Kvinna;31-40;1
68000;8000;0;0;0;0;0;8000;29000;23000;2005;Man;81-90;19
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
193000;0;0;0;0;0;0;0;107000;86000;2017;Man;18-30;25
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;51-60;0
175000;0;0;0;0;0;0;0;66000;88000;2021;Man;18-30;28
108000;0;0;0;0;0;0;0;0;0;2021;Man;51-60;2
199000;0;0;0;0;0;0;0;0;199000;2017;Kvinna;18-30;4
51000;22000;11000;0;0;0;0;11000;0;43000;2014;Man;31-40;31
0;0;0;0;0;0;0;0;0;0;2009;Företag;-;0
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;41-50;1
33000;0;0;0;0;0;0;0;0;0;2000;Man;51-60;18
333000;0;0;0;0;0;0;0;181000;0;2010;Man;31-40;22
4000;0;0;0;0;0;0;0;0;0;2021;Man;51-60;3
11000;0;0;0;0;0;0;0;0;11000;2021;Man;71-80;2
21000;0;0;0;0;0;0;0;0;18000;2021;Kvinna;31-40;1
12000;0;0;0;0;0;0;0;0;12000;2018;Man;31-40;1
167000;0;0;0;0;0;0;0;163000;0;2000;Man;61-70;1
945000;18000;0;0;0;0;0;18000;446000;477000;2015;Man;41-50;16
19000;0;0;0;0;0;0;0;0;16000;2020;Kvinna;18-30;1
367000;0;0;0;0;0;0;0;0;365000;2016;Man;31-40;0
259000;0;0;0;0;0;0;0;50000;209000;2018;Kvinna;31-40;20
733000;0;0;0;0;0;0;0;679000;0;2018;Man;31-40;18
0;0;0;0;0;0;0;0;0;0;2000;Man;41-50;19
548000;0;0;0;0;0;0;0;539000;0;2015;Man;51-60;17
4000;0;0;0;0;0;0;0;4000;0;2021;Man;18-30;21
634000;255000;255000;0;0;0;0;0;0;314000;2020;Kvinna;51-60;0
151000;0;0;0;0;0;0;0;0;0;2010;Man;61-70;1
0;0;0;0;0;0;0;0;0;0;2014;Man;18-30;2
27000;0;0;0;0;0;0;0;0;27000;2014;Man;31-40;2
350000;0;0;0;0;0;0;0;2000;162000;2019;Kvinna;31-40;25
203000;0;0;0;0;0;0;0;49000;154000;2020;Man;18-30;21
64000;0;0;0;0;0;0;0;0;64000;2013;Man;41-50;0
144000;0;0;0;0;0;0;0;66000;78000;2020;Kvinna;18-30;20
10000;0;0;0;0;0;0;0;5000;5000;2018;Man;31-40;21
8000;0;0;0;0;0;0;0;8000;0;2020;Man;18-30;6
64000;0;0;0;0;0;0;0;47000;17000;2018;Man;31-40;30
76000;0;0;0;0;0;0;0;76000;0;2019;Kvinna;18-30;3
23000;23000;4000;0;0;12000;0;7000;0;23000;2014;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;0
12000;0;0;0;0;0;0;0;12000;0;2020;Man;31-40;1
0;0;0;0;0;0;0;0;0;0;2009;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;3
545000;30000;0;0;0;0;30000;0;277000;261000;2018;Kvinna;41-50;18
0;0;0;0;0;0;0;0;0;0;2015;Man;31-40;0
124000;0;0;0;0;0;0;0;84000;36000;2018;Man;18-30;29
19000;0;0;0;0;0;0;0;11000;7000;2017;Man;51-60;3
1408000;63000;0;0;0;0;0;63000;816000;591000;2017;Man;61-70;27
20000;0;0;0;0;0;0;0;14000;4000;2016;Kvinna;0-10;0
66000;0;0;0;0;0;0;0;64000;0;2020;Man;18-30;8
772000;0;0;0;0;0;0;0;0;721000;2018;Kvinna;31-40;0
23000;0;0;0;0;0;0;0;21000;0;2021;Man;18-30;4
2000;0;0;0;0;0;0;0;2000;0;2021;Man;31-40;0
186000;36000;36000;0;0;0;0;0;0;186000;2019;Kvinna;18-30;14
548000;0;0;0;0;0;0;0;0;0;2020;Man;31-40;17
214000;0;0;0;0;0;0;0;213000;0;2021;Kvinna;71-80;2
7639000;0;0;0;0;0;0;0;1638000;5954000;2005;Man;41-50;11
1000;0;0;0;0;0;0;0;0;0;2015;Kvinna;41-50;0
1000;0;0;0;0;0;0;0;0;0;2000;Man;41-50;0
9000;0;0;0;0;0;0;0;0;9000;2021;Man;31-40;12
407000;0;0;0;0;0;0;0;62000;334000;2017;Man;18-30;24
187000;25000;0;0;0;0;0;25000;0;155000;2019;Kvinna;51-60;0
736000;0;0;0;0;0;0;0;7000;754000;2006;Kvinna;41-50;30
0;0;0;0;0;0;0;0;0;0;2016;Man;18-30;1
10000;0;0;0;0;0;0;0;6000;2000;2021;Man;18-30;3
77000;0;0;0;0;0;0;0;57000;20000;2020;Man;31-40;11
34000;0;0;0;0;0;0;0;29000;4000;2014;Man;41-50;10
41000;0;0;0;0;0;0;0;36000;0;2004;Man;41-50;0
0;0;0;0;0;0;0;0;0;0;2014;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2020;Man;51-60;0
314000;0;0;0;0;0;0;0;0;24000;2012;Man;31-40;22
137000;0;0;0;0;0;0;0;125000;10000;2016;Man;31-40;3
2000;2000;0;0;0;0;2000;0;0;2000;2020;Kvinna;18-30;1
150000;0;0;0;0;0;0;0;0;96000;2021;Kvinna;18-30;8
216000;0;0;0;0;0;0;0;96000;102000;2019;Man;31-40;6
26000;0;0;0;0;0;0;0;23000;0;2020;Man;41-50;2
34000;0;0;0;0;0;0;0;9000;14000;2020;Kvinna;41-50;19
931000;0;0;0;0;0;0;0;570000;249000;2009;Man;31-40;28
157000;0;0;0;0;0;0;0;0;157000;2010;Kvinna;51-60;0
1000;0;0;0;0;0;0;0;1000;0;2017;Man;31-40;2
313000;0;0;0;0;0;0;0;2000;119000;2016;Kvinna;41-50;2
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;51-60;0
22038000;0;0;0;0;0;0;0;14994000;5554000;2003;Man;61-70;18
22000;0;0;0;0;0;0;0;22000;0;2021;Man;31-40;19
3000;0;0;0;0;0;0;0;1000;2000;2021;Man;11-17;22
0;0;0;0;0;0;0;0;0;0;2018;Man;61-70;0
1000;0;0;0;0;0;0;0;0;0;2012;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2010;Man;31-40;1
1000;0;0;0;0;0;0;0;0;0;2020;Man;31-40;0
5342000;0;0;0;0;0;0;0;0;0;2009;Man;61-70;20
10047000;0;0;0;0;0;0;0;9826000;0;2018;Företag;-;0
1189000;0;0;0;0;0;0;0;1188000;0;2007;Kvinna;71-80;0
11000;7000;0;7000;0;0;0;0;3000;7000;2021;Man;18-30;2
3000;0;0;0;0;0;0;0;3000;0;2021;Man;18-30;11
4000;0;0;0;0;0;0;0;3000;2000;2021;Kvinna;41-50;11
0;0;0;0;0;0;0;0;0;0;2021;Man;31-40;2
13000;0;0;0;0;0;0;0;0;2000;2021;Man;51-60;13
27000;0;0;0;0;0;0;0;0;27000;2021;Kvinna;41-50;7
0;0;0;0;0;0;0;0;0;0;2019;Man;31-40;2
160000;0;0;0;0;0;0;0;57000;70000;2021;Man;41-50;27
14000;0;0;0;0;0;0;0;12000;2000;2019;Man;18-30;13
24000;1000;0;0;0;0;1000;0;0;24000;2015;Kvinna;31-40;2
2000;0;0;0;0;0;0;0;0;2000;2021;Man;18-30;8
339000;11000;0;11000;0;0;0;0;0;11000;2021;Man;61-70;0
2000;0;0;0;0;0;0;0;0;0;2015;Kvinna;31-40;0
1063000;0;0;0;0;0;0;0;2000;868000;2017;Man;31-40;17
4864000;0;0;0;0;0;0;0;409000;4001000;2008;Man;41-50;21
1000000;0;0;0;0;0;0;0;88000;691000;2016;Man;41-50;9
11000;0;0;0;0;0;0;0;11000;0;2020;Man;18-30;8
30000;0;0;0;0;0;0;0;25000;5000;2020;Man;18-30;21
548000;0;0;0;0;0;0;0;547000;0;2021;Företag;-;7
11000;0;0;0;0;0;0;0;0;0;2021;Man;41-50;6
434000;0;0;0;0;0;0;0;356000;61000;2009;Man;31-40;23
15000;0;0;0;0;0;0;0;0;15000;2018;Man;71-80;0
172000;0;0;0;0;0;0;0;0;172000;2021;Kvinna;31-40;6
2000;0;0;0;0;0;0;0;0;1000;2021;Man;31-40;2
31000;0;0;0;0;0;0;0;0;31000;2019;Kvinna;41-50;0
237000;0;0;0;0;0;0;0;172000;64000;2010;Man;51-60;9
253000;15000;0;0;0;15000;0;0;97000;156000;2017;Man;18-30;9
19000;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;8
55000;0;0;0;0;0;0;0;0;55000;2021;Man;41-50;0
37000;0;0;0;0;0;0;0;15000;17000;2020;Kvinna;18-30;27
168000;0;0;0;0;0;0;0;25000;139000;2009;Man;41-50;2
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;0
1029000;0;0;0;0;0;0;0;732000;191000;2001;Kvinna;41-50;0
3000;0;0;0;0;0;0;0;2000;0;2021;Man;51-60;1
26000;0;0;0;0;0;0;0;0;21000;2021;Man;18-30;12
58000;0;0;0;0;0;0;0;0;58000;2017;Kvinna;18-30;1
79000;68000;0;0;0;0;0;68000;0;79000;2018;Kvinna;18-30;1
167000;0;0;0;0;0;0;0;53000;0;2000;Man;41-50;1
1000;0;0;0;0;0;0;0;0;0;2021;Man;31-40;10
11000;11000;0;5000;0;0;0;5000;0;11000;2020;Kvinna;51-60;2
59000;0;0;0;0;0;0;0;0;1000;2011;Man;0-10;0
0;0;0;0;0;0;0;0;0;0;2017;Man;41-50;0
6000;0;0;0;0;0;0;0;2000;3000;2020;Kvinna;18-30;0
687000;0;0;0;0;0;0;0;0;685000;2020;Företag;-;0
155000;0;0;0;0;0;0;0;143000;0;2020;Man;18-30;21
66000;10000;0;0;10000;0;0;0;56000;10000;2017;Man;31-40;9
630000;0;0;0;0;0;0;0;0;197000;2021;Kvinna;18-30;2
452000;0;0;0;0;0;0;0;210000;242000;2021;Man;31-40;25
11000;0;0;0;0;0;0;0;0;11000;2015;Man;31-40;1
384000;0;0;0;0;0;0;0;384000;0;2016;Kvinna;51-60;31
0;0;0;0;0;0;0;0;0;0;2011;Man;81-90;0
21000;21000;0;0;0;0;21000;0;0;21000;2019;Man;31-40;1
20000;0;0;0;0;0;0;0;0;20000;2014;Kvinna;31-40;0
42000;0;0;0;0;0;0;0;0;42000;2020;Kvinna;18-30;1
147000;0;0;0;0;0;0;0;4000;128000;2015;Man;18-30;23
650000;0;0;0;0;0;0;0;266000;260000;2011;Man;31-40;23
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;0
468000;0;0;0;0;0;0;0;0;0;2018;Man;18-30;0
0;0;0;0;0;0;0;0;0;0;2008;Man;31-40;0
367000;0;0;0;0;0;0;0;166000;0;2017;Kvinna;51-60;10
46000;0;0;0;0;0;0;0;0;46000;2021;Man;51-60;5
3000;0;0;0;0;0;0;0;0;0;2021;Man;11-17;4
7000;0;0;0;0;0;0;0;6000;0;2021;Kvinna;31-40;16
8000;0;0;0;0;0;0;0;1000;6000;2021;Man;18-30;25
430000;0;0;0;0;0;0;0;0;428000;2005;Man;51-60;6
4000;0;0;0;0;0;0;0;4000;0;2021;Man;18-30;2
5000;0;0;0;0;0;0;0;0;4000;2021;Kvinna;18-30;7
339000;0;0;0;0;0;0;0;338000;0;2016;Man;31-40;0
590000;0;0;0;0;0;0;0;88000;451000;2018;Kvinna;41-50;22
36000;0;0;0;0;0;0;0;34000;0;2020;Man;11-17;29
330000;0;0;0;0;0;0;0;0;135000;2011;Företag;-;0
1000;0;0;0;0;0;0;0;1000;0;2021;Kvinna;31-40;0
30000;0;0;0;0;0;0;0;18000;2000;2020;Man;31-40;22
70000;0;0;0;0;0;0;0;70000;0;2019;Man;18-30;10
1000;0;0;0;0;0;0;0;0;1000;2018;Kvinna;18-30;16
44000;0;0;0;0;0;0;0;38000;6000;2019;Man;18-30;10
0;0;0;0;0;0;0;0;0;0;2021;Man;31-40;0
28000;0;0;0;0;0;0;0;28000;0;2015;Man;41-50;6
1000;0;0;0;0;0;0;0;0;1000;2021;Man;18-30;3
0;0;0;0;0;0;0;0;0;0;2018;Man;31-40;0
14000;0;0;0;0;0;0;0;0;14000;2020;Kvinna;31-40;0
2002000;0;0;0;0;0;0;0;158000;1794000;2010;Man;41-50;17
351000;0;0;0;0;0;0;0;315000;0;2015;Man;61-70;25
1000;0;0;0;0;0;0;0;0;1000;2021;Man;41-50;16
10371000;0;0;0;0;0;0;0;10350000;0;2012;Företag;-;28
381000;0;0;0;0;0;0;0;363000;0;2019;Man;51-60;5
1078000;0;0;0;0;0;0;0;233000;778000;2013;Man;31-40;19
20000;15000;0;0;15000;0;0;0;0;20000;2019;Man;31-40;26
0;0;0;0;0;0;0;0;0;0;2018;Man;31-40;0
56000;0;0;0;0;0;0;0;55000;0;2017;Man;31-40;6
431000;27000;0;0;0;0;27000;0;404000;27000;2020;Man;31-40;12
80000;0;0;0;0;0;0;0;27000;0;2016;Man;31-40;0
719000;0;0;0;0;0;0;0;615000;0;2010;Man;41-50;2
15000;0;0;0;0;0;0;0;0;15000;2019;Kvinna;0-10;0
248000;0;0;0;0;0;0;0;77000;68000;2018;Kvinna;18-30;14
434000;0;0;0;0;0;0;0;435000;0;2015;Man;18-30;23
0;0;0;0;0;0;0;0;0;0;2009;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;8
1068000;0;0;0;0;0;0;0;0;983000;2018;Man;41-50;1
1092000;0;0;0;0;0;0;0;1142000;0;2020;Man;61-70;21
300000;0;0;0;0;0;0;0;297000;0;2011;Man;41-50;4
1413000;0;0;0;0;0;0;0;139000;1079000;2009;Man;41-50;18
1346000;0;0;0;0;0;0;0;741000;563000;2006;Kvinna;61-70;17
28000;0;0;0;0;0;0;0;15000;0;2018;Man;41-50;8
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;51-60;0
24000;0;0;0;0;0;0;0;0;0;2015;Kvinna;18-30;9
43000;0;0;0;0;0;0;0;38000;0;2016;Man;18-30;22
952000;0;0;0;0;0;0;0;152000;797000;2011;Man;31-40;9
1285000;276000;0;0;0;0;276000;0;925000;341000;2016;Man;41-50;4
69000;0;0;0;0;0;0;0;62000;7000;2020;Man;18-30;21
18000;0;0;0;0;0;0;0;0;18000;2018;Kvinna;71-80;1
45000;0;0;0;0;0;0;0;44000;1000;2019;Man;18-30;29
25000;0;0;0;0;0;0;0;0;0;2016;Kvinna;41-50;0
0;0;0;0;0;0;0;0;0;0;2017;Man;18-30;0
329000;0;0;0;0;0;0;0;0;328000;2008;Kvinna;71-80;0
1000;0;0;0;0;0;0;0;1000;0;2020;Man;18-30;0
208000;0;0;0;0;0;0;0;1000;207000;2011;Man;41-50;4
410000;0;0;0;0;0;0;0;297000;3000;2019;Man;31-40;30
1322000;0;0;0;0;0;0;0;369000;933000;2000;Kvinna;61-70;8
30000;0;0;0;0;0;0;0;22000;0;2007;Man;41-50;1
30000;0;0;0;0;0;0;0;10000;20000;2017;Kvinna;31-40;1
37000;0;0;0;0;0;0;0;0;37000;2010;Kvinna;41-50;0
170000;0;0;0;0;0;0;0;110000;60000;2017;Man;31-40;17
2000;0;0;0;0;0;0;0;0;2000;2021;Man;18-30;0
1202000;0;0;0;0;0;0;0;0;1202000;2016;Man;31-40;2
65000;0;0;0;0;0;0;0;0;65000;2018;Kvinna;18-30;1
950000;0;0;0;0;0;0;0;782000;132000;2013;Man;31-40;4
0;0;0;0;0;0;0;0;0;0;2014;Man;31-40;0
81000;0;0;0;0;0;0;0;56000;25000;2019;Man;18-30;24
46000;0;0;0;0;0;0;0;30000;0;2014;Man;18-30;22
227000;0;0;0;0;0;0;0;135000;92000;2020;Kvinna;51-60;24
106000;0;0;0;0;0;0;0;103000;0;2020;Man;41-50;26
86000;0;0;0;0;0;0;0;59000;27000;2019;Man;31-40;24
995000;0;0;0;0;0;0;0;522000;335000;2013;Man;31-40;22
3000;0;0;0;0;0;0;0;3000;0;2021;Kvinna;18-30;2
0;0;0;0;0;0;0;0;0;0;2018;Man;18-30;0
3090000;0;0;0;0;0;0;0;2440000;577000;2013;Kvinna;71-80;21
718000;0;0;0;0;0;0;0;12000;705000;2020;Kvinna;31-40;6
8444000;0;0;0;0;0;0;0;5999000;0;2014;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;22
4233000;0;0;0;0;0;0;0;0;4233000;2020;Man;71-80;24
15000;0;0;0;0;0;0;0;8000;7000;2021;Man;31-40;17
0;0;0;0;0;0;0;0;0;0;2002;Man;51-60;0
11000;0;0;0;0;0;0;0;10000;1000;2021;Kvinna;18-30;11
5000;0;0;0;0;0;0;0;0;4000;2014;Man;41-50;2
75000;0;0;0;0;0;0;0;7000;68000;2015;Man;61-70;0
1003000;0;0;0;0;0;0;0;757000;246000;2015;Kvinna;31-40;17
653000;0;0;0;0;0;0;0;640000;0;2017;Man;18-30;22
382000;0;0;0;0;0;0;0;251000;131000;2020;Man;18-30;11
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
197000;0;0;0;0;0;0;0;38000;157000;2017;Kvinna;31-40;2
450000;0;0;0;0;0;0;0;209000;213000;2019;Kvinna;51-60;15
13000;0;0;0;0;0;0;0;2000;11000;2020;Kvinna;18-30;1
135000;0;0;0;0;0;0;0;0;135000;2019;Man;51-60;6
4000;0;0;0;0;0;0;0;1000;0;2015;Man;41-50;3
180000;0;0;0;0;0;0;0;0;158000;2011;Man;61-70;0
33000;0;0;0;0;0;0;0;0;33000;2018;Kvinna;31-40;0
9000;4000;0;0;0;0;1000;3000;0;9000;2020;Kvinna;31-40;6
35000;0;0;0;0;0;0;0;35000;0;2019;Man;31-40;2
5000;0;0;0;0;0;0;0;1000;3000;2020;Kvinna;18-30;0
31000;0;0;0;0;0;0;0;0;31000;2013;Kvinna;41-50;3
9000;0;0;0;0;0;0;0;2000;0;2021;Man;41-50;14
3000;0;0;0;0;0;0;0;0;3000;2019;Man;41-50;10
49000;0;0;0;0;0;0;0;44000;2000;2021;Kvinna;31-40;15
274000;0;0;0;0;0;0;0;212000;0;2019;Man;31-40;21
560000;0;0;0;0;0;0;0;7000;546000;2009;Kvinna;41-50;0
5000;0;0;0;0;0;0;0;5000;0;2020;Man;71-80;22
37000;0;0;0;0;0;0;0;0;37000;2019;Man;41-50;0
38000;0;0;0;0;0;0;0;4000;17000;2020;Kvinna;18-30;2
15000;0;0;0;0;0;0;0;15000;0;2019;Kvinna;31-40;23
980000;0;0;0;0;0;0;0;579000;320000;2005;Man;31-40;28
27000;1000;0;0;0;0;0;1000;0;26000;2015;Man;31-40;15
36000;0;0;0;0;0;0;0;36000;0;2020;Man;18-30;25
1656000;0;0;0;0;0;0;0;1606000;25000;2012;Man;61-70;20
3000;0;0;0;0;0;0;0;0;3000;2021;Kvinna;31-40;6
93000;0;0;0;0;0;0;0;93000;0;2014;Man;18-30;8
1000;0;0;0;0;0;0;0;0;0;2019;Kvinna;31-40;0
196000;0;0;0;0;0;0;0;4000;8000;2020;Man;18-30;17
23000;19000;0;0;0;0;0;19000;0;23000;2014;Kvinna;18-30;0
14000;0;0;0;0;0;0;0;14000;0;2006;Man;31-40;4
8000;0;0;0;0;0;0;0;0;6000;2016;Man;41-50;1
2000;0;0;0;0;0;0;0;0;0;2002;Man;91+;0
60000;0;0;0;0;0;0;0;59000;0;2007;Kvinna;71-80;4
2000;0;0;0;0;0;0;0;2000;0;2014;Kvinna;51-60;0
18000;0;0;0;0;0;0;0;2000;6000;2020;Kvinna;61-70;1
297000;0;0;0;0;0;0;0;265000;31000;2007;Man;31-40;20
474000;0;0;0;0;0;0;0;5000;469000;2015;Man;18-30;0
0;0;0;0;0;0;0;0;0;0;2016;Kvinna;31-40;0
10000;0;0;0;0;0;0;0;10000;0;2020;Man;31-40;4
21000;0;0;0;0;0;0;0;0;21000;2018;Man;71-80;5
27000;0;0;0;0;0;0;0;27000;0;2021;Kvinna;51-60;29
45000;0;0;0;0;0;0;0;0;45000;2020;Man;71-80;23
32000;0;0;0;0;0;0;0;0;32000;2008;Kvinna;51-60;0
15000;0;0;0;0;0;0;0;0;15000;2010;Kvinna;61-70;1
1000;1000;0;0;0;0;0;1000;0;1000;2018;Man;18-30;0
852000;0;0;0;0;0;0;0;576000;334000;2017;Man;18-30;30
5000;0;0;0;0;0;0;0;5000;0;2021;Man;41-50;18
120000;0;0;0;0;0;0;0;60000;60000;2019;Man;18-30;24
15000;1000;0;0;0;0;1000;0;11000;4000;2017;Kvinna;18-30;14
5000;0;0;0;0;0;0;0;5000;0;2020;Kvinna;31-40;1
86000;0;0;0;0;0;0;0;0;86000;2020;Kvinna;18-30;0
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;18-30;1
92000;0;0;0;0;0;0;0;92000;0;2019;Kvinna;18-30;1
65000;0;0;0;0;0;0;0;53000;12000;2016;Man;18-30;28
23000;0;0;0;0;0;0;0;21000;0;2021;Man;41-50;22
0;0;0;0;0;0;0;0;0;0;2000;Man;51-60;0
92000;0;0;0;0;0;0;0;51000;41000;2021;Man;18-30;21
85000;0;0;0;0;0;0;0;84000;0;2017;Kvinna;51-60;3
33000;14000;0;0;0;0;0;14000;3000;30000;2017;Man;51-60;16
202000;0;0;0;0;0;0;0;0;152000;2015;Man;31-40;4
